id,collision_id,vehicle_id
213,4492501,77
214,4492504,77
215,4492504,81
216,4492545,81
217,4492545,81
218,4492548,77
219,4492548,11
220,4492549,77
221,4492559,77
222,4492559,81
223,4492587,77
224,4492591,77
225,4492591,77
226,4492660,69
227,4492660,81
228,4492680,77
229,4492688,27
230,4492688,81
231,4492695,77
232,4492695,77
233,4492695,81
234,4492707,77
235,4492720,77
236,4492720,77
237,4492726,77
238,4492726,77
239,4492739,89
240,4492739,77
241,4492740,77
242,4492740,84
243,4492740,9
244,4492753,77
245,4492753,84
246,4492756,77
247,4492758,81
248,4492758,81
249,4492782,81
250,4492782,77
251,4492784,77
252,4492784,81
253,4492784,81
254,4492786,77
255,4492791,84
256,4492799,77
257,4492837,89
258,4492837,77
259,4492838,77
260,4492838,77
261,4492838,77
262,4492847,77
263,4492847,77
264,4492858,77
265,4492860,11
266,4492860,77
267,4492887,81
268,4492887,77
269,4492888,81
270,4492888,81
271,4492893,18
272,4492893,77
273,4492911,81
274,4492913,77
275,4492913,77
276,4492914,77
277,4492925,81
278,4492925,81
279,4492927,81
280,4492927,77
281,4492937,77
282,4492937,81
283,4492948,77
284,4492948,27
285,4492963,81
286,4492963,81
287,4492963,81
288,4492963,69
289,4492963,77
290,4492975,81
291,4492975,81
292,4492976,77
293,4492976,77
294,4492978,77
295,4492978,81
296,4492985,81
297,4492985,81
298,4493001,84
299,4493001,84
300,4493025,77
301,4493028,77
302,4493028,77
303,4493029,81
304,4493029,81
305,4493059,77
306,4493059,77
307,4493061,77
308,4493064,81
309,4493068,77
310,4493068,77
311,4493070,77
312,4493070,77
313,4493075,81
314,4493075,81
315,4493077,77
316,4493077,30
317,4493094,77
318,4493094,77
319,4493096,77
320,4493107,77
321,4493117,77
322,4493117,81
323,4493121,30
324,4493126,77
325,4493132,81
326,4493142,84
327,4493142,81
328,4493146,77
329,4493146,81
330,4493146,77
331,4493153,77
332,4493153,77
333,4493153,81
334,4493158,77
335,4493158,77
336,4493180,77
337,4493182,77
338,4493182,77
339,4493182,77
340,4493182,77
341,4493182,77
342,4493198,81
343,4493198,69
344,4493211,77
345,4493211,77
346,4493211,77
347,4493214,77
348,4493214,81
349,4493214,77
350,4493214,81
351,4493241,77
352,4493241,77
353,4493241,77
354,4493241,77
355,4493246,22
356,4493257,5
357,4493259,77
358,4493259,81
359,4493259,81
360,4493259,81
361,4493259,81
362,4493264,77
363,4493264,77
364,4493269,77
365,4493269,77
366,4493281,77
367,4493286,77
368,4493286,81
369,4493286,81
370,4493300,77
371,4493300,89
372,4493314,77
373,4493314,69
374,4493329,77
375,4493343,89
376,4493343,81
377,4493351,77
378,4493351,69
379,4493358,77
380,4493424,77
381,4493465,77
382,4493466,77
383,4493475,77
384,4493475,77
385,4493479,77
386,4493479,5
387,4493488,81
388,4493488,81
389,4493500,77
390,4493517,77
391,4493533,81
392,4493533,77
393,4493533,81
394,4493537,81
395,4493540,77
396,4493546,77
397,4493558,77
398,4493558,81
399,4493567,84
400,4493567,77
401,4493588,81
402,4493588,77
403,4493590,77
404,4493594,81
405,4493604,69
406,4493604,11
407,4493636,11
408,4493636,77
409,4493651,77
410,4493651,81
411,4493672,81
412,4493672,81
413,4493677,81
414,4493677,77
415,4493680,77
416,4493703,77
417,4493703,81
418,4493726,77
419,4493738,84
420,4493756,77
421,4493777,81
422,4493788,77
423,4493822,77
424,4493822,77
425,4493822,81
426,4493846,81
427,4493853,77
428,4493862,81
429,4493871,77
430,4493885,81
431,4493885,81
432,4493885,81
433,4493886,79
434,4493886,84
435,4493886,77
436,4493887,77
437,4493887,81
438,4493914,77
439,4493914,77
440,4493949,81
441,4493949,81
442,4493949,81
443,4493949,77
444,4493949,81
445,4493975,77
446,4493984,77
447,4493985,81
448,4493985,81
449,4494010,77
450,4494010,77
451,4494023,77
452,4494024,77
453,4494024,77
454,4494024,81
455,4494025,81
456,4494025,81
457,4494033,77
458,4494033,77
459,4494039,81
460,4494051,77
461,4494078,81
462,4494078,81
463,4494086,81
464,4494086,81
465,4494098,77
466,4494098,77
467,4494099,77
468,4494099,77
469,4494100,77
470,4494100,77
471,4494101,77
472,4494107,81
473,4494119,77
474,4494133,77
475,4494133,81
476,4494141,81
477,4494141,81
478,4494141,77
479,4494142,77
480,4494158,79
481,4494158,77
482,4494164,77
483,4494164,77
484,4494180,77
485,4494180,77
486,4494180,77
487,4494183,77
488,4494195,77
489,4494195,77
490,4494196,77
491,4494196,77
492,4494196,81
493,4494196,81
494,4494206,11
495,4494206,81
496,4494219,77
497,4494235,84
498,4494235,77
499,4494236,45
500,4494236,84
501,4494261,81
502,4494261,81
503,4494261,81
504,4494300,77
505,4494300,81
506,4494301,69
507,4494301,14
508,4494306,81
509,4494306,77
510,4494307,77
511,4494312,77
512,4494312,81
513,4494312,81
514,4494347,77
515,4494347,77
516,4494358,81
517,4494358,81
518,4494370,81
519,4494371,77
520,4494371,81
521,4494381,81
522,4494381,77
523,4494381,77
524,4494383,77
525,4494383,81
526,4494398,77
527,4494398,81
528,4494399,81
529,4494399,77
530,4494408,77
531,4494411,77
532,4494425,83
533,4494425,81
534,4494432,81
535,4494442,77
536,4494442,77
537,4494445,77
538,4494445,77
539,4494447,81
540,4494448,77
541,4494448,81
542,4494449,81
543,4494449,77
544,4494449,81
545,4494450,69
546,4494450,81
547,4494451,81
548,4494451,77
549,4494455,81
550,4494455,77
551,4494457,77
552,4494457,81
553,4494457,81
554,4494457,81
555,4494457,77
556,4494461,81
557,4494461,81
558,4494480,77
559,4494484,77
560,4494488,77
561,4494495,81
562,4494495,81
563,4494499,81
564,4494499,81
565,4494506,77
566,4494506,81
567,4494510,14
568,4494510,77
569,4494536,77
570,4494536,77
571,4494536,77
572,4494538,81
573,4494538,77
574,4494543,77
575,4494545,77
576,4494545,77
577,4494545,77
578,4494546,77
579,4494546,30
580,4494556,77
581,4494556,77
582,4494564,81
583,4494564,77
584,4494574,77
585,4494574,77
586,4494577,81
587,4494583,77
588,4494583,81
589,4494593,81
590,4494608,81
591,4494608,77
592,4494608,69
593,4494609,81
594,4494614,77
595,4494614,77
596,4494626,77
597,4494626,81
598,4494626,77
599,4494632,81
600,4494635,81
601,4494635,77
602,4494641,77
603,4494641,77
604,4494650,77
605,4494650,81
606,4494653,77
607,4494653,77
608,4494655,81
609,4494656,77
610,4494656,77
611,4494657,77
612,4494657,81
613,4494665,81
614,4494668,77
615,4494668,89
616,4494688,81
617,4494688,77
618,4494693,77
619,4494704,77
620,4494704,48
621,4494733,81
622,4494740,81
623,4494740,77
624,4494755,81
625,4494755,77
626,4494769,81
627,4494775,77
628,4494775,77
629,4494791,81
630,4494791,77
631,4494797,81
632,4494803,81
633,4494808,77
634,4494834,77
635,4494834,77
636,4494834,77
637,4494834,77
638,4494834,77
639,4494837,77
640,4494837,77
641,4494839,77
642,4494839,81
643,4494839,81
644,4494839,77
645,4494849,81
646,4494855,81
647,4494866,81
648,4494866,81
649,4494920,81
650,4494920,81
651,4494922,77
652,4494922,14
653,4494939,77
654,4494939,77
655,4494945,77
656,4494945,45
657,4494961,69
658,4494971,81
659,4494971,81
660,4494997,11
661,4495000,81
662,4495000,81
663,4495017,84
664,4495021,11
665,4495021,14
666,4495024,81
667,4495024,81
668,4495026,69
669,4495026,77
670,4495032,81
671,4495034,81
672,4495034,81
673,4495043,69
674,4495043,77
675,4495044,11
676,4495044,77
677,4495053,81
678,4495056,77
679,4495056,77
680,4495056,77
681,4495065,77
682,4495065,81
683,4495067,84
684,4495067,84
685,4495071,81
686,4495071,81
687,4495082,81
688,4495082,81
689,4495085,77
690,4495093,81
691,4495093,81
692,4495095,81
693,4495095,81
694,4495096,77
695,4495096,89
696,4495101,77
697,4495111,81
698,4495111,30
699,4495139,22
700,4495139,81
701,4495155,81
702,4495155,89
703,4495157,84
704,4495157,81
705,4495163,81
706,4495167,81
707,4495167,81
708,4495179,81
709,4495179,77
710,4495184,77
711,4495184,77
712,4495186,81
713,4495186,30
714,4495188,81
715,4495188,77
716,4495214,77
717,4495214,81
718,4495214,81
719,4495214,77
720,4495214,77
721,4495218,77
722,4495219,81
723,4495219,81
724,4495221,77
725,4495233,77
726,4495243,14
727,4495243,81
728,4495253,81
729,4495255,77
730,4495255,81
731,4495261,81
732,4495262,77
733,4495262,77
734,4495264,77
735,4495264,81
736,4495264,81
737,4495264,81
738,4495264,81
739,4495290,81
740,4495290,81
741,4495292,81
742,4495292,81
743,4495299,81
744,4495302,77
745,4495302,77
746,4495302,81
747,4495305,81
748,4495309,68
749,4495321,77
750,4495337,77
751,4495337,77
752,4495347,77
753,4495347,81
754,4495347,77
755,4495352,77
756,4495352,77
757,4495379,81
758,4495379,77
759,4495379,81
760,4495384,81
761,4495397,77
762,4495397,81
763,4495406,81
764,4495406,81
765,4495416,69
766,4495426,77
767,4495426,77
768,4495437,81
769,4495437,81
770,4495437,81
771,4495437,77
772,4495437,69
773,4495439,77
774,4495439,81
775,4495439,81
776,4495439,81
777,4495439,81
778,4495440,81
779,4495440,81
780,4495440,77
781,4495443,89
782,4495443,81
783,4495467,77
784,4495469,81
785,4495471,81
786,4495471,77
787,4495479,77
788,4495480,77
789,4495480,42
790,4495480,77
791,4495485,81
792,4495489,77
793,4495494,77
794,4495497,81
795,4495497,81
796,4495507,77
797,4495512,77
798,4495514,81
799,4495514,81
800,4495531,77
801,4495531,77
802,4495535,81
803,4495535,77
804,4495541,77
805,4495545,77
806,4495555,81
807,4495561,81
808,4495561,77
809,4495561,77
810,4495561,81
811,4495563,77
812,4495563,45
813,4495570,81
814,4495582,77
815,4495588,81
816,4495588,79
817,4495592,84
818,4495592,84
819,4495597,77
820,4495607,77
821,4495607,81
822,4495608,77
823,4495610,77
824,4495610,77
825,4495616,89
826,4495616,81
827,4495630,77
828,4495630,81
829,4495635,81
830,4495638,81
831,4495645,81
832,4495645,77
833,4495645,77
834,4495655,81
835,4495655,77
836,4495655,77
837,4495655,77
838,4495655,81
839,4495663,77
840,4495663,77
841,4495665,81
842,4495666,81
843,4495666,81
844,4495676,81
845,4495683,81
846,4495683,77
847,4495689,77
848,4495689,9
849,4495692,77
850,4495692,77
851,4495699,81
852,4495712,81
853,4495715,81
854,4495715,77
855,4495718,77
856,4495738,77
857,4495741,81
858,4495746,77
859,4495746,81
860,4495763,81
861,4495763,77
862,4495787,77
863,4495787,81
864,4495788,77
865,4495788,77
866,4495788,77
867,4495788,77
868,4495788,77
869,4495790,81
870,4495828,77
871,4495848,81
872,4495848,81
873,4495848,81
874,4495848,81
875,4495851,77
876,4495851,81
877,4495863,77
878,4495863,77
879,4495868,81
880,4495874,81
881,4495874,84
882,4495875,77
883,4495875,81
884,4495879,81
885,4495879,77
886,4495879,77
887,4495879,81
888,4495883,77
889,4495885,84
890,4495885,81
891,4495885,81
892,4495887,81
893,4495887,77
894,4495887,81
895,4495887,81
896,4495893,77
897,4495895,81
898,4495897,81
899,4495897,77
900,4495897,77
901,4495897,77
902,4495904,27
903,4495905,77
904,4495905,77
905,4495906,81
906,4495906,81
907,4495911,81
908,4495911,77
909,4495913,27
910,4495913,81
911,4495915,81
912,4495915,81
913,4495927,14
914,4495927,77
915,4495931,77
916,4495931,81
917,4495931,77
918,4495934,77
919,4495934,77
920,4495939,14
921,4495946,77
922,4495946,9
923,4495968,69
924,4495968,77
925,4495984,81
926,4495990,81
927,4495990,9
928,4495997,81
929,4496008,77
930,4496008,77
931,4496012,84
932,4496012,77
933,4496014,77
934,4496014,77
935,4496015,84
936,4496019,69
937,4496019,81
938,4496020,77
939,4496020,9
940,4496034,77
941,4496034,77
942,4496064,77
943,4496064,81
944,4496064,81
945,4496069,81
946,4496069,77
947,4496080,77
948,4496080,81
949,4496087,77
950,4496087,81
951,4496087,77
952,4496087,81
953,4496087,81
954,4496097,11
955,4496097,81
956,4496111,100
957,4496117,81
958,4496117,77
959,4496117,77
960,4496127,81
961,4496127,11
962,4496140,77
963,4496140,77
964,4496155,81
965,4496169,77
966,4496169,77
967,4496172,89
968,4496173,77
969,4496178,81
970,4496178,81
971,4496186,81
972,4496186,81
973,4496197,77
974,4496200,81
975,4496201,69
976,4496211,69
977,4496211,11
978,4496218,69
979,4496223,77
980,4496223,77
981,4496229,77
982,4496239,77
983,4496239,81
984,4496239,81
985,4496239,27
986,4496239,81
987,4496250,84
988,4496270,77
989,4496270,77
990,4496270,77
991,4496272,81
992,4496272,81
993,4496278,11
994,4496278,81
995,4496308,81
996,4496316,81
997,4496335,81
998,4496340,77
999,4496341,81
1000,4496341,77
1001,4496341,84
1002,4496341,77
1003,4496354,81
1004,4496354,81
1005,4496354,77
1006,4496356,77
1007,4496362,81
1008,4496362,77
1009,4496364,69
1010,4496364,81
1011,4496377,77
1012,4496388,81
1013,4496388,14
1014,4496410,81
1015,4496410,81
1016,4496413,77
1017,4496413,77
1018,4496422,77
1019,4496425,81
1020,4496440,81
1021,4496440,81
1022,4496457,77
1023,4496457,77
1024,4496462,77
1025,4496462,77
1026,4496462,77
1027,4496463,81
1028,4496463,81
1029,4496475,81
1030,4496475,81
1031,4496477,77
1032,4496477,81
1033,4496477,77
1034,4496483,14
1035,4496483,70
1036,4496485,81
1037,4496495,81
1038,4496495,77
1039,4496504,77
1040,4496504,84
1041,4496506,81
1042,4496506,81
1043,4496506,81
1044,4496508,89
1045,4496517,77
1046,4496517,77
1047,4496520,81
1048,4496528,81
1049,4496531,81
1050,4496537,100
1051,4496537,9
1052,4496554,77
1053,4496554,77
1054,4496555,89
1055,4496555,81
1056,4496559,77
1057,4496559,81
1058,4496559,81
1059,4496563,81
1060,4496566,77
1061,4496567,81
1062,4496575,77
1063,4496575,77
1064,4496575,81
1065,4496578,77
1066,4496582,81
1067,4496582,81
1068,4496582,81
1069,4496582,81
1070,4496588,77
1071,4496588,77
1072,4496594,81
1073,4496594,81
1074,4496594,77
1075,4496594,81
1076,4496594,77
1077,4496599,81
1078,4496613,81
1079,4496614,81
1080,4496614,77
1081,4496624,81
1082,4496624,81
1083,4496632,77
1084,4496643,84
1085,4496645,27
1086,4496645,77
1087,4496647,81
1088,4496647,77
1089,4496668,77
1090,4496678,84
1091,4496685,81
1092,4496685,69
1093,4496685,77
1094,4496686,77
1095,4496687,84
1096,4496687,77
1097,4496694,81
1098,4496699,77
1099,4496699,81
1100,4496699,81
1101,4496707,77
1102,4496710,81
1103,4496718,77
1104,4496718,77
1105,4496748,81
1106,4496748,77
1107,4496752,77
1108,4496752,81
1109,4496757,77
1110,4496765,77
1111,4496765,81
1112,4496765,77
1113,4496765,81
1114,4496777,77
1115,4496782,81
1116,4496782,81
1117,4496787,77
1118,4496787,31
1119,4496789,77
1120,4496794,14
1121,4496794,77
1122,4496801,77
1123,4496816,81
1124,4496816,81
1125,4496826,81
1126,4496826,77
1127,4496829,77
1128,4496829,81
1129,4496838,77
1130,4496840,81
1131,4496844,81
1132,4496844,11
1133,4496846,77
1134,4496846,69
1135,4496852,77
1136,4496852,77
1137,4496853,81
1138,4496861,77
1139,4496862,14
1140,4496862,77
1141,4496866,81
1142,4496868,69
1143,4496873,81
1144,4496873,77
1145,4496878,77
1146,4496888,81
1147,4496899,81
1148,4496905,81
1149,4496905,59
1150,4496910,81
1151,4496910,81
1152,4496914,77
1153,4496918,77
1154,4496918,100
1155,4496926,77
1156,4496926,77
1157,4496926,77
1158,4496926,77
1159,4496931,14
1160,4496931,77
1161,4496944,81
1162,4496949,77
1163,4496949,77
1164,4496953,81
1165,4496953,81
1166,4496953,77
1167,4496954,77
1168,4496954,77
1169,4496963,77
1170,4496963,77
1171,4496972,77
1172,4496972,77
1173,4496973,81
1174,4496973,77
1175,4496976,77
1176,4496976,77
1177,4496982,81
1178,4496988,77
1179,4496988,5
1180,4496990,81
1181,4496997,77
1182,4496997,77
1183,4497002,77
1184,4497008,84
1185,4497008,77
1186,4497013,77
1187,4497013,56
1188,4497016,81
1189,4497016,89
1190,4497019,81
1191,4497035,81
1192,4497035,81
1193,4497040,77
1194,4497049,11
1195,4497049,81
1196,4497052,81
1197,4497073,81
1198,4497073,81
1199,4497075,81
1200,4497075,81
1201,4497080,81
1202,4497080,81
1203,4497088,89
1204,4497088,81
1205,4497098,77
1206,4497098,81
1207,4497098,77
1208,4497100,77
1209,4497103,11
1210,4497103,81
1211,4497128,81
1212,4497133,81
1213,4497144,81
1214,4497144,81
1215,4497154,81
1216,4497154,77
1217,4497156,77
1218,4497156,77
1219,4497157,81
1220,4497157,14
1221,4497161,77
1222,4497177,77
1223,4497195,77
1224,4497195,69
1225,4497196,77
1226,4497218,14
1227,4497243,17
1228,4497247,27
1229,4497247,77
1230,4497256,81
1231,4497279,81
1232,4497279,77
1233,4497308,77
1234,4497308,77
1235,4497308,77
1236,4497308,84
1237,4497316,77
1238,4497316,14
1239,4497324,81
1240,4497324,89
1241,4497326,41
1242,4497326,77
1243,4497329,77
1244,4497334,77
1245,4497365,84
1246,4497365,77
1247,4497387,77
1248,4497387,14
1249,4497403,77
1250,4497403,77
1251,4497403,77
1252,4497403,82
1253,4497403,100
1254,4497434,81
1255,4497434,77
1256,4497452,77
1257,4497452,77
1258,4497452,77
1259,4497461,77
1260,4497470,77
1261,4497470,77
1262,4497479,77
1263,4497479,77
1264,4497479,81
1265,4497494,81
1266,4497494,81
1267,4497494,77
1268,4497499,81
1269,4497505,81
1270,4497505,81
1271,4497520,77
1272,4497530,14
1273,4497530,77
1274,4497530,77
1275,4497537,77
1276,4497547,77
1277,4497560,81
1278,4497560,77
1279,4497579,81
1280,4497581,69
1281,4497581,77
1282,4497606,100
1283,4497606,77
1284,4497618,81
1285,4497657,77
1286,4497657,77
1287,4497666,77
1288,4497666,81
1289,4497666,77
1290,4497674,81
1291,4497674,77
1292,4497699,77
1293,4497709,77
1294,4497709,100
1295,4497714,81
1296,4497714,81
1297,4497729,69
1298,4497729,81
1299,4497748,81
1300,4497748,77
1301,4497750,77
1302,4497773,81
1303,4497773,11
1304,4497774,81
1305,4497774,81
1306,4497784,77
1307,4497784,81
1308,4497790,81
1309,4497790,30
1310,4497827,77
1311,4497827,40
1312,4497833,77
1313,4497846,81
1314,4497846,77
1315,4497861,81
1316,4497861,77
1317,4497907,81
1318,4497907,89
1319,4497936,81
1320,4497936,81
1321,4497942,77
1322,4497950,77
1323,4497954,79
1324,4497954,77
1325,4497969,81
1326,4497969,81
1327,4497972,77
1328,4497972,77
1329,4497972,81
1330,4497977,77
1331,4497977,77
1332,4497989,81
1333,4497989,69
1334,4498006,81
1335,4498006,14
1336,4498018,77
1337,4498018,77
1338,4498018,14
1339,4498018,77
1340,4498025,77
1341,4498029,81
1342,4498042,81
1343,4498044,45
1344,4498044,81
1345,4498050,81
1346,4498050,81
1347,4498050,81
1348,4498051,77
1349,4498051,81
1350,4498052,77
1351,4498052,77
1352,4498053,77
1353,4498053,5
1354,4498058,81
1355,4498058,77
1356,4498058,81
1357,4498058,69
1358,4498063,77
1359,4498063,81
1360,4498065,77
1361,4498065,100
1362,4498072,14
1363,4498072,81
1364,4498072,77
1365,4498079,81
1366,4498079,81
1367,4498079,81
1368,4498093,81
1369,4498093,81
1370,4498099,81
1371,4498099,14
1372,4498113,77
1373,4498113,77
1374,4498125,9
1375,4498138,81
1376,4498138,81
1377,4498139,81
1378,4498139,77
1379,4498145,77
1380,4498145,77
1381,4498156,81
1382,4498160,77
1383,4498160,89
1384,4498163,77
1385,4498163,77
1386,4498174,81
1387,4498178,81
1388,4498178,100
1389,4498182,81
1390,4498182,81
1391,4498182,81
1392,4498201,81
1393,4498201,81
1394,4498206,81
1395,4498206,77
1396,4498209,77
1397,4498209,81
1398,4498212,77
1399,4498212,77
1400,4498227,14
1401,4498227,77
1402,4498230,81
1403,4498232,70
1404,4498232,81
1405,4498236,14
1406,4498236,77
1407,4498254,81
1408,4498254,81
1409,4498259,81
1410,4498264,81
1411,4498264,9
1412,4498267,81
1413,4498267,77
1414,4498279,70
1415,4498299,81
1416,4498300,81
1417,4498300,77
1418,4498304,11
1419,4498306,77
1420,4498306,95
1421,4498311,77
1422,4498311,77
1423,4498313,77
1424,4498314,81
1425,4498314,77
1426,4498314,81
1427,4498319,81
1428,4498326,17
1429,4498326,14
1430,4498328,77
1431,4498328,77
1432,4498328,77
1433,4498336,77
1434,4498336,81
1435,4498339,77
1436,4498344,77
1437,4498351,81
1438,4498355,81
1439,4498355,81
1440,4498359,77
1441,4498362,81
1442,4498362,77
1443,4498365,77
1444,4498365,77
1445,4498373,77
1446,4498377,77
1447,4498386,77
1448,4498395,77
1449,4498395,77
1450,4498401,77
1451,4498401,86
1452,4498406,77
1453,4498406,45
1454,4498409,81
1455,4498409,89
1456,4498417,81
1457,4498417,81
1458,4498417,81
1459,4498424,81
1460,4498424,81
1461,4498424,77
1462,4498433,84
1463,4498438,77
1464,4498438,77
1465,4498440,81
1466,4498440,69
1467,4498441,77
1468,4498441,100
1469,4498442,81
1470,4498442,14
1471,4498446,77
1472,4498446,81
1473,4498447,5
1474,4498451,81
1475,4498451,81
1476,4498451,77
1477,4498456,77
1478,4498456,81
1479,4498468,77
1480,4498479,11
1481,4498479,11
1482,4498491,77
1483,4498491,81
1484,4498491,81
1485,4498495,77
1486,4498495,77
1487,4498501,100
1488,4498501,77
1489,4498501,81
1490,4498510,81
1491,4498510,81
1492,4498524,77
1493,4498524,81
1494,4498525,77
1495,4498534,77
1496,4498534,77
1497,4498541,11
1498,4498541,14
1499,4498544,81
1500,4498544,14
1501,4498549,81
1502,4498553,77
1503,4498553,81
1504,4498557,77
1505,4498557,69
1506,4498560,77
1507,4498566,14
1508,4498566,81
1509,4498577,9
1510,4498577,77
1511,4498578,77
1512,4498585,77
1513,4498585,81
1514,4498589,81
1515,4498589,77
1516,4498594,11
1517,4498594,77
1518,4498597,77
1519,4498597,77
1520,4498606,81
1521,4498620,84
1522,4498620,81
1523,4498623,77
1524,4498623,9
1525,4498626,81
1526,4498626,77
1527,4498627,81
1528,4498627,77
1529,4498627,89
1530,4498631,81
1531,4498632,77
1532,4498632,9
1533,4498638,77
1534,4498638,81
1535,4498638,77
1536,4498638,77
1537,4498666,77
1538,4498666,77
1539,4498673,77
1540,4498679,69
1541,4498679,69
1542,4498687,77
1543,4498692,77
1544,4498692,81
1545,4498705,81
1546,4498705,77
1547,4498705,81
1548,4498705,77
1549,4498707,77
1550,4498707,77
1551,4498707,69
1552,4498711,77
1553,4498711,77
1554,4498711,77
1555,4498718,40
1556,4498718,11
1557,4498719,81
1558,4498719,69
1559,4498719,81
1560,4498720,81
1561,4498720,14
1562,4498723,40
1563,4498723,81
1564,4498725,81
1565,4498725,77
1566,4498725,77
1567,4498767,81
1568,4498780,77
1569,4498785,77
1570,4498785,77
1571,4498786,81
1572,4498786,81
1573,4498787,81
1574,4498787,81
1575,4498792,81
1576,4498792,77
1577,4498792,77
1578,4498800,81
1579,4498802,77
1580,4498802,81
1581,4498802,69
1582,4498805,77
1583,4498806,14
1584,4498806,81
1585,4498812,81
1586,4498812,81
1587,4498815,77
1588,4498815,81
1589,4498819,77
1590,4498825,69
1591,4498825,77
1592,4498828,77
1593,4498828,81
1594,4498833,77
1595,4498836,77
1596,4498836,77
1597,4498842,81
1598,4498842,27
1599,4498843,81
1600,4498843,11
1601,4498854,81
1602,4498854,81
1603,4498854,14
1604,4498855,81
1605,4498855,14
1606,4498857,81
1607,4498857,14
1608,4498859,77
1609,4498859,81
1610,4498863,69
1611,4498863,69
1612,4498863,81
1613,4498868,81
1614,4498875,38
1615,4498875,77
1616,4498880,81
1617,4498882,77
1618,4498882,77
1619,4498885,81
1620,4498891,77
1621,4498891,14
1622,4498893,11
1623,4498893,100
1624,4498903,77
1625,4498903,77
1626,4498906,77
1627,4498906,81
1628,4498917,81
1629,4498917,14
1630,4498918,77
1631,4498918,81
1632,4498923,77
1633,4498931,22
1634,4498932,81
1635,4498932,81
1636,4498950,77
1637,4498950,14
1638,4498950,9
1639,4498956,77
1640,4498957,81
1641,4498965,89
1642,4498965,77
1643,4498970,81
1644,4498970,81
1645,4498973,81
1646,4498973,81
1647,4498974,81
1648,4498975,77
1649,4498975,27
1650,4498979,77
1651,4498979,81
1652,4498988,77
1653,4498993,81
1654,4498993,14
1655,4498995,81
1656,4498996,81
1657,4498996,77
1658,4499001,81
1659,4499001,9
1660,4499003,77
1661,4499003,14
1662,4499025,77
1663,4499034,81
